,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
4897,2109724,2/16/2022,CONNORS - UST ,Westchester,  CHAPPAQUA ,  37 GAREY DRIVE , 
4898,2109725,2/16/2022,TOPS MARKET ,Allegany,  WELLSVILLE ,  111 BOLIVAR ROAD , 
4899,2109726,2/16/2022,MUNICIPAL ,Orange,  NEWBURGH ,  109 MOORES HILL RD. , 
4900,2109727,2/16/2022,COMMERCIAL ,Chautauqua,  JAMESTOWN ,  300 FLUVANA AVE , 
4901,2109728,2/16/2022,TANK MALFUNCTION ,Fulton,  GLOVERSVILLE ,  20 HILL ST , 
4902,2109729,2/16/2022,AIR ,Tompkins,  ITHACA ,  105 CALDWELL ROAD , 
4903,2109730,2/16/2022,MORROW - UST ,Westchester,  HASTING ON HUDSON ,  39 FOREST AVE , 
4904,2109731,2/16/2022,UNKNOWN ,Suffolk,  EAST QUOGUE ,  89 DUNE RD , 
4905,2109732,2/16/2022,AAA CARTING ,Putnam,  MAHOPAC ,  6 KAYLA LANE , 
4906,2109733,2/16/2022,IBM - COOLANT WATER ,Westchester,  ARMONK ,  1 NORTH CASTLE DRIVE , 
4907,2109734,2/16/2022,WESTCHESTER COUNTY AIRPORT ,Westchester,  WHITE PLAINS ,  240 AIRPORT RD. , 
4908,2109735,2/16/2022,O&R UTILITIES ,Orange,  GOSHEN ,  ROUTE 17 A , 
4909,2109736,2/16/2022,LARAIA RESIDENCE ,Suffolk,  WEST BABYLON ,  36 BROWN ST , 
4910,2109737,2/16/2022,COMMERCIAL ,Saratoga,  SARATOGA ,  40 WEIBEL AVE , 
4911,2109738,2/16/2022,RESIDENTIAL OVERFILL ,Westchester,  RYE BROOK ,  86 TAMARACK ROAD , 
4912,2109739,2/16/2022,SYLVAMO ,Essex,  TICONDEROGA ,  568 SHORE AIRPORT RD , 
4913,2109740,2/16/2022,SOIL /SIDEWALK / ROADWAY/ STORM DRAIN ,Fulton,  GLOVERSVILLE ,  65 EAST PINE ST , 
4914,2109741,2/16/2022,COMMERCIAL-OLD BRICK FURNITURE ,Schenectady,  SCHENECTADY ,  2910 CAMPBELL AVE , 
4915,2109742,2/16/2022,WILLIS SUBSTATION - BATTERY YARD ,Franklin,  CHATEAUGAY ,  863 COUNTY HIGHWAY 33 , 
4916,2109743,2/16/2022,DAVE'S TOWING FUEL TANK ,Chemung,  HORSEHEADS ,  718 FOX STREET , 
4917,2109744,2/16/2022,AIRPORT ,Onondaga,  SYRACUSE ,  1000 COLONEL ELIEEN COLLINS BLVD , 
4918,2109745,2/16/2022,WESTCHESTER AIRPORT ,Westchester,  WHITE PLAINS ,  136 TOWER ROAD , 
4919,2109746,2/16/2022,RENSSELAER PUBLIC SAFETY ,Rensselaer,  SAND LAKE ,  2ND DIKE RD , 
4920,2109747,2/16/2022,INDUSTRIAL ,Onondaga,  East Syracuse ,  3551 BURNET AVE , 
4921,2109748,2/17/2022,COMMERCIAL ,Monroe,  ROCHESTER ,  300 INTERNATIONAL BLVD , 
4922,2109749,2/17/2022,LS POWER ,Schenectady,  SCHENECTADY ,  600 GORDON RD , 
4923,2109750,2/17/2022,ANCHOR GLASS ,Chemung,  ELMIRA ,  MCCANNS BLVD , 
4924,2109751,2/17/2022,DEER PRO WINTER SPILL TO ROADWAY ,Dutchess,  PINE PLAINS ,  RT 82 AND RT 199 , 
4925,2109752,2/17/2022,ON ROADWAY ,Dutchess,  MILAN ,  INTERSECTION OF RT 82 AND 199 , 
4926,2109753,2/17/2022,LS POWER ,Albany,  ALBANY ,  NEW SCOTLAND RD , 
4927,2109754,2/17/2022,JAZ AUTO WRECKERS ,Sullivan,  WOODRIDGE ,  726 GLEN WILD RD , 
4928,2109755,2/17/2022,CANANDAIGUA CITY PIER ,Ontario,  CANANDAIGUA ,  CITY PIER , 
4929,2109756,2/17/2022,MK PETROLEUM SHELL STATION ,Westchester,  YONKERS ,  731 CENTRAL PARK AVE , 
4930,2109758,2/17/2022,MK PETROLEUM SHELL 3-166588 ,Westchester,  YONKERS ,  731 CENTRAL PARK AVE , 
4931,2109757,2/17/2022,VACANT LOT ,Bronx,  BRONX ,  1001 WHITLOCK AVE , 
4932,2109759,2/17/2022,WESTCHESTER AIRPORT ROSS AVIATION ,Westchester,  WHITE PLAINS ,  67 TOWER ROAD , 
4933,2109760,2/17/2022,NYSEG HYDRO PLANT ,Saratoga,  STILLWATER ,  40 HUDSON AVE , 
4934,2109761,2/17/2022,WATER TREATMENT PLANT ,Westchester,  PORT CHESTER ,  75 FOX ISLAND RD , 
4935,2109762,2/17/2022,QUICKLEE'S ,Jefferson,  WATERTOWN ,  23582 NY STATE ROUTE 342 , 
4936,2109763,2/17/2022,WOOD CHIPPER COMPLAINT ,Westchester,  NORTH SALEM ,  46 BONNIEVIEW ST , 
4937,2109764,2/17/2022,ROSAMILIA RESIDENCE ,Orange,  CUDDEBACKVILLE ,  634 OAKLAND VALLEY RD , 
4938,2109765,2/17/2022,WYLIE RESIDENCE ,Westchester,  NEW ROCHELLE ,  52 WHITEWOOD AVE , 
4939,2109766,2/17/2022,VACANT SHOPS ,Genesee,  BATAVIA ,  40 ELLICOTEE ST , 
4940,2109768,2/17/2022,LAWN & ORDER ,Orange,  WAWAYANDA ,  15 MOHIN PARK , 
4941,2109767,2/17/2022,RESIDENCE ,Suffolk,  WEST BABYLON ,  8 MANHATTAN AVE , 
4942,2109769,2/17/2022,SPRING VALLEY FACILITY ,Rockland,  SPRING VALLEY ,  390 WEST RTE 59 , 
4943,2109770,2/17/2022,7-11 GAS STATION ,Albany,  ALBANY ,  1465 WASHINGTON AVE , 
4944,2109771,2/17/2022,KNOLLS POWER PLANT ,Saratoga,  WEST MILTON ,  350 ATOMIC PROJECT RD , 
4945,2109772,2/17/2022,THIELE RESIDENCE ,Suffolk,  EAST HAMPTON ,  21 EGYPT CLOSE , 
4946,2109773,2/17/2022,SEWAGE PLANT ,Suffolk,  PATCHOGUE ,  OFF WEST AVE AND MONTAUK HWY , 
4947,2109774,2/17/2022,EZZO RESIDENCE ,Herkimer,  MOHAWK ,  102 E. MAIN ST LOT 2 , 
4948,2109823,2/17/2022,ANDREWS RESIDENCE ,St Lawrence,  POTSDAM ,  840 US ROUTE 11B , 
4949,2109775,2/17/2022,INSIDE FACILITY ,Erie,  ORCHARD PARK ,  3875 CALIFORNIA RD , 
4950,2109776,2/17/2022,COMMERCIAL ,Niagara,  NIAGARA FALLS ,  7200 NIAGRA FALLS BLVD , 
4951,2109777,2/17/2022,SOUTH FALLSBURG TERMINAL ,Sullivan,  SOUTH FALLSBURG ,  25 LAUREL AVE , 
4952,2109778,2/17/2022,ABANDON TANK - 3 MILE BAY ,Jefferson,  THREE MILE BAY ,  MILL ST AND 12E , 
4953,2109779,2/17/2022,MVA ,Ontario,  GENEVA ,  NY RT 14 AND FORGE AVE , 
4954,2109780,2/17/2022,EXCAVATOR FIRE ,Allegany,  ALMOND ,  BISHOPVILLE RD. AND WILSON KARR RD. , 
4955,2109781,2/17/2022,ROADWAY DITCH ,Yates,  DUNDEE ,  4860 STARKEY POINT RD , 
4956,2109782,2/17/2022,ROADWAY ,Monroe,  SPENCERPORT ,  5 HIGH POINT DR. , 
4957,2109784,2/17/2022,DELTA SONIC ,Monroe,  ROCHESTER ,  1660 PENFIELD ROAD , 
4958,2109783,2/17/2022,CLOOKEY PROPERTY ,St Lawrence,  MASSENA ,  129 COUNTY ROUTE 43 , 
4959,2109785,2/17/2022,CF # 3156 ,Washington,  HUDSON FALLS ,  1075 NY RT 196 , 
4960,2109786,2/17/2022,RESIDENCE ,Suffolk,  MEDFORD ,  20 ETHEL LANE , 
4961,2109787,2/17/2022,WASTEWATER PLANY ,Cattaraugus,  RED HOUSE ,  2373 ASP ROUTE 1 , 
4962,2109788,2/17/2022,CF # 3190 ,Warren,  GLENS FALLS ,  84 BAY ST , 
4963,2109789,2/17/2022,ARCH CHEMICAL ,Monroe,  ROCHESTER ,  100 MCKEE RD , 
4964,2109790,2/17/2022,MARCHESE RESIDENCE ,Nassau,  GLEN COVE ,  42 JEROME DRIVE , 
4965,2109791,2/18/2022,CUMBERLAND FARMS ,Suffolk,  SOUTHAMPTON ,  13 COUNTY RTE 39 , 
4966,2109792,2/18/2022,CF # 3276 ,Saratoga,  SOUTH GLENS FALLS ,  107 MAIN ST , 
4967,2109793,2/18/2022,CUMBERLAND FARMS ,Schenectady,  SCHENECTADY ,  1268 STATE ST AND ELM ST , 
4968,2109794,2/18/2022,CON ED UNDERGROUND STRUCTURE FIRE 1 ,Kings,  BROOKLYN ,  SERVICE 22395 BEVERLY RD E 34 AND NY AVE , 
4969,2109795,2/18/2022,CON ED UNDERGROUND STRUCTURE FIRE 1 ,Kings,  BROOKLYN ,  MANHOLE 58586 BEVERLY RD E 34 AND N , 
4970,2109796,2/18/2022,RESIDENTIAL ,Rensselaer,  WYNANTSKILL ,  142 MAIN AVE , 
4971,2109797,2/18/2022,CUMBERLAND FARMS ,Dutchess,  DOVER PLAINS ,  3205 MAIN ST (RT 22) , 
4972,2109798,2/18/2022,TYLER ALUGE ,Montgomery,  SAINT JOHNSVILLE ,  7 JOHNS STREET , 
4973,2109815,2/18/2022,BOURBON AND BURGER ,Genesee,  BATAVIA ,  9 JACKSON ST , 
4974,2109799,2/18/2022,POLE 52828/49788 ,Orange,  CHESTER ,  45 WHITE TAIL RUN , 
4975,2109800,2/18/2022,CSX ,Montgomery,  FONDA ,  MILE POST QC185 - EAST MAIN & BRIDGE STREET , 
4976,2109801,2/18/2022,POLE 168A ,Warren,  CHESTERTOWN ,  SCHROON RIVER RD , 
4977,2109802,2/18/2022,SCHOOL - CENTRAL RYE SCHOOL ,Westchester,  RYE ,  3 CEDAR STREET , 
4978,2109803,2/18/2022,UNKNOWN ,Suffolk,  NORTHPORT ,  4 NEW HARBOR RD , 
4979,2109804,2/18/2022,BJS WHOLESALE ,Suffolk,  RIVERHEAD ,  607 OLD COUNTRY ROAD , 
4980,2109805,2/18/2022,TELEPHONE POLL DOWN ,Oswego,  PARISH ,  4 COOK DRIVE , 
4981,2109807,2/18/2022,CARVER CONSTRUCTION ,Albany,  COEYMANS ,  13 CHURCH ST , 
4982,2109806,2/18/2022,NATIONAL GRID ,Albany,  GUILDERLAND ,  1814 WESTERN AVE , 
4983,2109808,2/18/2022,COMMERCIAL ,Dutchess,  HOPEWELL JUNCTION ,  2070 STATE RT 52 , 
4984,2109809,2/18/2022,NYSEG ,Delaware,  STAMFORD ,  143 TOWNSHIP RD , 
4985,2109924,2/18/2022,THE GARDENS AT FOREST HILLS ,Queens,  FOREST HILLS ,  111-17 66TH AVE , 
4986,2109810,2/18/2022,DIXSON AVE CORP ,Suffolk,  COPIAGUE ,  198 DIXON AVE , 
4987,2109811,2/18/2022,JOHN SK ENTERPRISES/DUDLEY ,Essex,  KEESEVILLE ,  1736 FRONT ST , 
4988,2109812,2/18/2022,CUMBERLAND FARMS ,Suffolk,  LAKE RONKONKOMA ,  316 SMITHTOWN BLVD , 
4989,2109813,2/18/2022,NYSEG ,Rensselaer,  EAST GREENBUSH ,  329 MILLERS CORNER RD. , 
4990,2109814,2/18/2022,UNKNOWN ,Nassau,  LOCUST VALLEY ,  75 WEIR LANE , 
4991,2109816,2/18/2022,RESIDENCE ,Putnam,  COLD SPRING ,  10 DEER HOLLOW RD , 
4992,2109817,2/18/2022,HOSPITAL ,New York,  MANHATTAN ,  1428 MADISON AVE , 
4993,2109818,2/18/2022,ON ROADWAY ,Ulster,  SAUGERTIES ,  201 WASHINGTON ST , 
4994,2109819,2/18/2022,DIFEDE - AST ,Westchester,  YONKERS ,  144 HAYWARD ST , 
4995,2109820,2/18/2022,HOFFMAN - HISTORIC UST ,Westchester,  HARRISON ,  82 ROCKWELL STREET , 
4996,2109821,2/18/2022,POLE N 46574 ,Ulster,  PLATTEKILL ,  1406 RT 32 , 
4997,2109822,2/18/2022,POLE T39892 ,Dutchess,  MILLERTON ,  297 MCGHEE HILL RD , 
4998,2109824,2/18/2022,ZZ MANAGEMENT ,Rensselaer,  TROY ,  380 5TH AVE , 
4999,2109825,2/18/2022,TACONIC BIO SCIENCES - WASTE WATER FACILITY ,Columbia,  GERMANTOWN ,  273 HOOVER AVE , 
5000,2109826,2/18/2022,CALLANAN - AST ,Westchester,  THORNWOOD ,  129 BAINBRIDGE AVE , 
5001,2109827,2/18/2022,KODAK BLDG 317 ,Monroe,  GREECE ,  1669 LAKE AVENUE , 
5002,2109828,2/18/2022,ON ROAD ,Erie,  BUFFALO ,  282 CROWLEY AVE , 
5003,2109829,2/18/2022,VLEIGH PLACE ,Queens,  QUEENS ,  @77 ROAD , 
5004,2109830,2/18/2022,RESIDENTIAL ,Rensselaer,  NASSAU ,  352 NASSAU AVERIL PARK RD , 
5005,2109831,2/18/2022,GREYHOUND LINES ,Albany,  ALBANY ,  34 HAMILTON ST , 
5006,2109832,2/18/2022,FRIEDENBURG RESIDENCE ,Dutchess,  WAPPINGERS FALLS ,  18 LAKE DR , 
5007,2109833,2/18/2022,UNKNOWN ,Suffolk,  SOUTHOLD ,  1795 BAYVIEW AVE , 
5008,2109834,2/18/2022,FRIDD RESIDENCE ,Nassau,  LAKE SUCCESS ,  42 SOUNDVIEW DRIVE , 
5009,2109835,2/18/2022,RESIDENTIAL ,Dutchess,  MILLERTON ,  8 SIMMONS ST , 
5010,2109836,2/18/2022,NORTHERN PINES MHP; LOT 4 ,Saratoga,  MILTON ,  3901 LEWIS RD , 
5011,2109837,2/18/2022,RESIDENCE ,Bronx,  BRONX ,  999 GRANT AVE , 
5012,2109838,2/18/2022,RESIDENCE ,Nassau,  SYOSSET ,  1899 MUTTONTOWN RD , 
5013,2109839,2/19/2022,SARATOGA LAKE BROWNS BEACH ,Saratoga,  SARATOGA ,  511 RT 9 P , 
5014,2109840,2/19/2022,QUIK CHECK ,Orange,  NEW WINDSOR ,  170 WINTER HWY , 
5015,2109841,2/19/2022,SABIC ,Albany,  SELKIRK ,  1 NORYL AVE , 
5016,2109842,2/19/2022,PAVEMENT ,Queens,  LONG ISLAND CITY ,  3929 HONEYWELL ST , 
5017,2109843,2/19/2022,PERKINS RESIDENCE ,Suffolk,  FARMINGVILLE ,  3 TULIP AVE , 
5018,2109844,2/19/2022,MVA NYS DOT PLOW ,Jefferson,  ADAMS ,  8794 US RT 11 , 
5019,2109845,2/19/2022,GROUND/INSIDE BUILDING ,Broome,  LISLE ,  9002 MAIN ST , 
5020,2109846,2/19/2022,INDUSTRIAL PLANT ,Orange,  MIDDLETOWN ,  65 BALLARD RD , 
5021,2109850,2/19/2022,RELYAE VEHICLE IN CREEK ,Tioga,  TIOGA ,  23 PERRINE ROAD , 
5022,2109847,2/19/2022,STOEHR RESIDENCE ,Suffolk,  WESTHAMPTON BEACH ,  16 OAK STREET , 
5023,2109849,2/19/2022,FINGER LAKES FIBERGLASS STRUCTURE FIRE ,Ontario,  GENEVA ,  VICINITY OF 225 LYONS ROAD , 
5024,2109848,2/19/2022,UNKNOWN ,Nassau,  MANHASSET ,  97 BROOK COURT SOUTH , 
5025,2109851,2/19/2022,GROUND/SIDE ,Queens,  QUEENS ,  FARMERS BLVD AND 145 DRIVE , 
5026,2109852,2/19/2022,COREY RELYEA ,Rensselaer,  NASSAU ,  346 NASSAU AVERILL PARK RD , 
5027,2109853,2/19/2022,TANKER TRUCK NOZZLE ,Westchester,  MAMARONECK ,  1175 OLD WHITE PLAINS ROAD , 
5028,2109854,2/19/2022,ROADWAY AND DRIVEWAY ,Queens,  QUEENS ,  2550 77TH ST , 
5029,2109855,2/19/2022,MOORE RESIDENCE ,Suffolk,  MASTIC BEACH ,  70 STACKYARD DRIVE , 
5030,2109856,2/19/2022,NYSEG TRANSFORMER SPILL ,Broome,  BINGHAMTON ,  235 STEVENS ROAD , 
5031,2109857,2/19/2022,SOIL ,Erie,  CHEEKTOWAGA ,  574 CLEVLAND DRIVE , 
5032,2109858,2/19/2022,COMMERCIAL ,Onondaga,  GEDDES ,  3325 WEST GENESEE STREET , 
5033,2109859,2/19/2022,RESIDENCE ,Suffolk,  MEDFORD ,  119 LINCOLN ROAD , 
5034,2109860,2/19/2022,COMMERCIAL ,Kings,  BROOKLYN ,  BOGART /VARET ROAD , 
5035,2109861,2/19/2022,COMMERCIAL ,Queens,  JAMAICA ,  TERMINAL 5 JETBLUE , 
5036,2109862,2/19/2022,TERMINAL 5 JFK AIRPORT ,Queens,  JAMAICA ,  TERMINAL 5 JFK AIRPORT , 
5037,2109863,2/19/2022,STRASSBURG TRUCKING ,Saratoga,  GANSEVOORT ,  141 SELFRIDGE RD , 
5038,2109864,2/20/2022,UNKNOWN ,Suffolk,  SAYVILLE ,  155 FOSTER AVENUE , 
5039,2109865,2/20/2022,TOPS MARKETS ,Niagara,  NORTH TONAWANDA ,  301 MEADOW DR , 
5040,2109866,2/20/2022,SOIL ,Richmond,  STATEN ISLAND ,  227 LEVERETTE AVE , 
5041,2109867,2/20/2022,NYSEG ,Erie,  DEPEW ,  22 COUNTRYSIDE LANE , 
5042,2109868,2/20/2022,SYLVAMO ,Essex,  TICONDEROGA ,  568 SHORE AIRPORT RD , 
5043,2109869,2/20/2022,CON ED O/H TRANSFORMER LEAK ,Westchester,  RYE ,  IFO 14 COOLEDGE AVENUE , 
5044,2109870,2/20/2022,ATV IN WHITE LAKE ,Sullivan,  WHITE LAKE ,  1596 STATE ROUTE 17B , 
5045,2109871,2/20/2022,TERMINAL 8 GATE 1 ,Queens,  QUEENS ,  JFK INTERNATIONAL , 
5046,2109872,2/20/2022,RESIDENCE ,Suffolk,  WEST SAYVILLE ,  122 JONI DRIVE , 
5047,2109873,2/21/2022,RESIDENTIAL/COMMERCIAL WORKSHOP IN BACK ,Albany,  COLONIE ,  20 SPRUCE ST , 
5048,2109874,2/21/2022,PSEG SUBSTATION ,Nassau,  LAKE SUCCESS ,  7TH AVE AND LAKEVILLE RD , 
5049,2109875,2/21/2022,ALCOA PLANT ,St Lawrence,  MASSENA ,  1814 STATE HWY 131 , 
5050,2109876,2/21/2022,WEISS - UST ,Westchester,  ARMONK ,  15 WAMPUS LAKES DRIVE , 
5051,2109877,2/21/2022,LS POWER ,Schenectady,  SCHENECTADY ,  600 GORDON RD , 
5052,2109878,2/21/2022,KESSELRING SITE ,Saratoga,  WEST MILTON ,  350 ATOMIC PROJECT ROAD , 
5053,2109879,2/21/2022,CON ED O/H TRANSFORMER LEAK ,Westchester,  HAWTHORNE ,  100 GOLD ST , 
5054,2109880,2/21/2022,COMMERCIAL ,Nassau,  ROCKVILLE CENTRE ,  360 SUNRISE HWY , 
5055,2109881,2/21/2022,CATCH BASIN ,Westchester,  MOUNT VERNON ,  320 WASHINGTON ST , 
5056,2109882,2/21/2022,MARINA ,Chautauqua,  ASHVILLE ,  2310 WEST LAKE RD , 
5057,2109883,2/21/2022,LIDL SEAFOOD MARKET ,Nassau,  EAST ROCKAWAY ,  492 ATLANTIC AVE , 
5058,2109884,2/21/2022,EMERYS ,Niagara,  NIAGARA FALLS ,  4901 HIGH PARK BLVD , 
5059,2109885,2/21/2022,RESIDENTIAL OVERFILL ,Westchester,  ELMSFORD ,  21 NORTH LAWN AVE , 
5060,2109886,2/21/2022,SOIL / GROUND WATER ,Erie,  EVANS ,  6766 ERIE ROAD , 
5061,2109887,2/21/2022,INSIDE NYSEG HILLCREST SUBSTATION ,Chemung,  ELMIRA ,  56 HILLCREST RD , 
5062,2109888,2/21/2022,TRUMP RESIDENCE -1000GAL UST ,Dutchess,  MILLBROOK ,  406 SHUN PIKE RD , 
5063,2109889,2/21/2022,BJS GAS STATION ,Suffolk,  EAST FARMINGDALE ,  50 DANIEL ST , 
5064,2109890,2/21/2022,RESIDENTIAL DELIVERY ,Westchester,  ARDSLEY ,  26 EUCLID AVE , 
5065,2109891,2/21/2022,GORDON RD SUBSTAION ,Schenectady,  SCHENECTADY ,  600 GORDON RD , 
5066,2109892,2/21/2022,CORNING COMPRESSOR STATION ,Steuben,  CORNING ,  4401 COLLEGE AVE , 
5067,2109893,2/21/2022,ROADWAY ,Schoharie,  SCHOHARIE ,  142 BARTON HILL RD , 
5068,2109894,2/21/2022,CARMAX ,Albany,  ALBANY ,  1860 CENTRAL AVE , 
5069,2109895,2/21/2022,HEYM RESIDENCE ,Suffolk,  MONTAUK ,  20 N FILMORE ROAD , 
5070,2109896,2/22/2022,POLE 40679 ,Queens,  FLUSHING ,  15-45 128 ST , 
5071,2109897,2/22/2022,STONE ,Saratoga,  MATLA ,  400 STONE BREAK RD EXT , 
5072,2109898,2/22/2022,GERSHOWS ,Suffolk,  BAY SHORE ,  33 MCADAM AVE , 
5073,2109899,2/22/2022,GENIE MAN LIFT HYDRAULIC OIL RELEASE ,Broome,  BINGHAMTON ,  173 MURRAY STREET , 
5074,2109900,2/22/2022,BINDELLA - UST ,Westchester,  KATONAH ,  53 ORCHARD HILL RD , 
5075,2109901,2/22/2022,NYSEG - POLE 05 ,Wayne,  LYONS ,  2064 PILGRIMPORT ROAD , 
5076,2109902,2/22/2022,BARRY ZICKERS ,Montgomery,  FORT PLAIN ,  36 LYDIUS STREET , 
5077,2109903,2/22/2022,PORT CHESTER DPW - PBS ,Westchester,  PORT CHESTER ,  82 FOX ISLAND RD , 
5078,2109904,2/22/2022,RESIDENTIAL OVERFILL ,Westchester,  WHITE PLAINS ,  10 STEWART PLACE , 
5079,2109905,2/22/2022,SOIL ,Dutchess,  LAGRANGEVILLE ,  6 KUCHLER DRIVE , 
5080,2109906,2/22/2022,RGE POLE F ,Monroe,  ROCHESTER ,  52 DOROTHY AVE , 
5081,2109907,2/22/2022,BRITTIS - UST ,Westchester,  BRONXVILLE ,  12 PLATEAU CIRCLE EAST , 
5082,2109908,2/22/2022,GATE 4 ,Westchester,  WHITE PLAINS ,  240 AIRPORT RD , 
5083,2109909,2/22/2022,CUMBERLAND FARMS SITE 3141 ,Albany,  COHOES ,  1093 LOUDON RD , 
5084,2109910,2/22/2022,BACKYARD ,Otsego,  EDMESTON ,  43 NORTH ST , 
5085,2109911,2/22/2022,PAVEMENT ,Suffolk,  RONKONKOMA ,  141 CHEROKEE STREET , 
5086,2109912,2/22/2022,SOIL ,Ulster,  ELLENVILLE ,  8019 ROUTE 209 , 
5087,2109913,2/22/2022,SOIL ,Orange,  PINEBUSH ,  30 KERILEE COURT , 
5088,2109914,2/22/2022,VALLDES RESIDENCE ,Nassau,  MERRICK ,  1932 GORMELY AVENUE , 
5089,2109915,2/22/2022,GAS STATION ,Westchester,  SOMERS ,  87 BIRDSALL RD , 
5090,2109916,2/22/2022,RESIDENTIAL ,Orange,  MIDDLETOWN ,  604 STONEY FORD ROAD , 
5091,2109917,2/22/2022,CUMBERLAND FARMS ,Rensselaer,  TROY ,  630 HOOSICK ROAD , 
5092,2109923,2/22/2022,RESIDENTIAL ,Madison,  BRIDGEPORT ,  7844 JOHN HUSS AV , 
5093,2109918,2/22/2022,FASTRAC # 266 ,Warren,  QUEENSBURG ,  208 CORINTH ROAD , 
5094,2109919,2/23/2022,UNKNOWN ,Suffolk,  NORTH BABYLON ,  144 KIME AVE , 
5095,2109920,2/23/2022,CF # 3104 ,Warren,  WARRENSBURG ,  3805 MAIN ST , 
5096,2109921,2/23/2022,MOMENTIVE ,Saratoga,  WATERFORD ,  260 HUDSON RIVER RD , 
5097,2109922,2/23/2022,MORAVIA WWTP ,Cayuga,  MORAVIA ,  82 AURORA ST , 
5098,2109925,2/23/2022,INNER HARBOR CREEKWALK ,Onondaga,  SYRACUSE ,  STORMWATER OUTFALL BETWEEN MM 0.1 AND 0.2 , 
5099,2109926,2/23/2022,TUNE - UST ,Westchester,  SOUTH SALEM ,  1125 ROUTE 35 , 
5100,2109927,2/23/2022,HART RESIDENCE ,Clinton,  KEESEVILLE ,  48 BASKET AVE , 
5101,2109928,2/23/2022,FORMER ROSE FARM ,Herkimer,  VAN HORNSVILLE ,  RT 80 , 
5102,2109929,2/23/2022,CONCRETE ,Kings,  KINGS ,  SMART ST AND HOLLY AVE , 
5103,2109930,2/23/2022,FAST TRAC #266 ,Warren,  QUEENBURY ,  208 CORINTH RD , 
5104,2109931,2/23/2022,CON ED OVERHEAD TRANSFORMER ,Westchester,  HARTSDALE ,  15 MERCER AVE , 
5105,2109932,2/23/2022,LOTVIN RESIDENCE ,Ulster,  GARDINER ,  604 SAND HILL RD , 
5106,2109933,2/23/2022,RESIDENTIAL ,Warren,  WARRENSBURG ,  30 ALDEN AVE , 
5107,2109934,2/23/2022,SUIT KOTE PLANT ,Cortland,  CORTLAND ,  1902 LORINGS CROSSING , 
5108,2109935,2/23/2022,RESIDENTIAL ,Warren,  BOLTON LANDING ,  156 COTTON POINT RD , 
5109,2109936,2/23/2022,APT COMPLEX ,Queens,  QUEENS ,  175 - 06 DEVONSHIRE RD , 
5110,2109937,2/23/2022,SINGLE FAMILY RENTAL RESIDENCE ,Warren,  WARRENSBURG ,  30 ALDEN AVE , 
5111,2109938,2/23/2022,HOTEL ,Cortland,  CORTLAND ,  26 BREWER ST , 
5112,2109939,2/23/2022,BP GAS STATION 66328 ,Suffolk,  ISLANDIA ,  1460 VETERANS MEMORIAL HWY , 
5113,2109940,2/23/2022,DRUM RUN ,Kings,  BROOKLYN ,  AVENUE D B/W , 
5114,2109941,2/23/2022,ROADWAY/STORM SEWER - RTE 33 WEST OFFRAMP ,Erie,  BUFFALO ,  NORTH OAK ST , 
5115,2109942,2/23/2022,PARKING LOT ,Onondaga,  clay ,  8242 justin drive , 
5116,2109943,2/23/2022,SAPUTO FACTORY ,Delaware,  DELHI ,  40995 STATE RTE 10 , 
5117,2109944,2/23/2022,APARTMENT COMPLEX ,Ulster,  Saugerties ,  5 Simmons St , 
5118,2109945,2/23/2022,RESIDENTIAL ,Queens,  QUEENS ,  1915 NAMEOKE AVE , 
5119,2109946,2/23/2022,ROUNDHILL HOA ,Dutchess,  FISHKILL ,  CHESTNUT RD PARKING LOT , 
5120,2109947,2/23/2022,CON ED O/H TRANSFORMER ,Westchester,  OSSINING ,  25 TWIN RIDGE ROAD , 
5121,2109948,2/23/2022,COMMERCIAL/RESIDENCE BUILDING ,Erie,  WEST SENECA ,  1436 RIDGE RD , 
5122,2109949,2/24/2022,SUBWAY ,New York,  MANHATTAN ,  34TH STATION AT 8TH AVE , 
5123,2109950,2/24/2022,POWER STEERING FLUID ,Essex,  WADHAMS ,  RT 10 AND RT 22 , 
5124,2109951,2/24/2022,RESIDENCE ,New York,  BRONX ,  3315 FENTON AVE , 
5125,2109952,2/24/2022,AUBURN CORRECTIONAL FACILITY ,Cayuga,  AUBURN ,  135 STATE ST , 
5126,2109953,2/24/2022,COMMERCIAL ,Queens,  QUEENS ,  130-23 150TH AVENUE , 
5127,2109954,2/24/2022,RESIDENCE ,Kings,  BROOKLYN ,  354 VERNON AVE , 
5128,2109967,2/24/2022,BUILDING 816 ,Niagara,  NIAGARA FALLS ,  2415 FRANKLIN DRIVE , 
5129,2109955,2/24/2022,HINDLE RESIDENCE ,Nassau,  MERRICK ,  55 SHERMAN AVE , 
5130,2109956,2/24/2022,BP GAS STATION 66328 ,Suffolk,  ISLANDIA ,  1460 VETERAN MEMORIAL HWY , 
5131,2109957,2/24/2022,PAVEMENT AND DRAIN ,Rockland,  MONSEY ,  4 BOX WOOD LANE , 
5132,2109958,2/24/2022,THE RESERVE APARTMENTS ,Suffolk,  YAPHANK ,  1 RESERVE DRIVE , 
5133,2109959,2/24/2022,CARBO RESIDENCE ,Suffolk,  COMMACK ,  11 GEHRIG STREET , 
5134,2109960,2/24/2022,MAD J GAS STATION ,Erie,  HAMBURG ,  5498 CAMP RD , 
