,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
4239,2208729,1/27/2023,CASELLA TRUCK FIRE ,Saratoga,  FORT EDWARD ,  1392 US ROUTE 9 , 
4240,2208730,1/27/2023,INDUSTRIAL ,Saratoga,  WATERFORD ,  260 HUDSON RIVER RD , 
4241,2208731,1/27/2023,LAVDAS RESIDENCE ,Nassau,  NORTH NEW HYDE PARK ,  1037 HILLSIDE BLVD , 
4242,2208732,1/27/2023,RADIOACTIVE RELEASE ,Erie,  AMHERST ,  100 MAPLE RD BUILDING 9 , 
4243,2208733,1/28/2023,HAMPTON MINES ,Livingston,  MT. MORRIS ,  5520 RT63 , 
4244,2208734,1/28/2023,MVA ,St Lawrence,  LOUISVILLE ,  13839 NY STATE 37 , 
4245,2208735,1/28/2023,STILLMAN CREEK ,Suffolk,  BLUE POINT ,  70 MIDDLE RD , 
4246,2208736,1/28/2023,VEHICLE HIT POTHOLE ,Orange,  DEER PARK ,  67 SLEEP HOLLOW RD , 
4247,2208737,1/28/2023,DRUM RUN ,Queens,  QUEENS ,  LINDEN BLVD AND 114TH ST , 
4248,2208738,1/28/2023,PERSONAL PICK UP TRUCK IN DITCH ON SIDE OF ROADWAY ,Erie,  EVANS ,  9405 VERSAILLES PLANK RD , 
4249,2208739,1/28/2023,TRANSFORMER ,Rockland,  MONSEY ,  362 ROUTE 306 , 
4250,2208740,1/29/2023,TRANSFORMER ,Nassau,  LONG BEACH ,  260 E OLIVE ST , 
4251,2208741,1/29/2023,SPEEDWAY ,Nassau,  PLAINVIEW ,  895 OLD COUNTRY RD , 
4252,2208742,1/29/2023,ABANDONED DRUM - STEWART STATE FOREST ,Orange,  ROCK TAVERN ,  WEED ROAD - PARKING LOT , 
4253,2208743,1/29/2023,TRANSFORMER ,Warren,  lake luzerne ,  14 main st , 
4254,2208744,1/29/2023,NATIONAL GRID TRANSFORMER POLE231 ,Cattaraugus,  GREAT VALLEY ,  5271 RT98 , 
4255,2208746,1/29/2023,SI GROUP ,Schenectady,  NISKYUNA ,  2750 BALLTOWN RD , 
4256,2208745,1/29/2023,TRANSFORMER ,Bronx,  BRONX ,  1087 ARNOW AVE , 
4257,2208747,1/29/2023,CONTAINMENT ,Wyoming,  ATTICA ,  3203 DUNBAR ROAD , 
4258,2208748,1/29/2023,SEWAGE ISSUE ,Jefferson,  WATERTOWN ,  150 HANEY ST , 
4259,2208749,1/29/2023,ROCHESTER GAS & ELECTRIC ,Wayne,  MARION ,  3455 LYON RD , 
4260,2208750,1/29/2023,BUS IN SUNY PARKING LOT ,Westchester,  PURCHASE ,  735 ANDERSON HILL ROAD , 
4261,2208751,1/30/2023,CUMBERLAND FARMS ,Greene,  CATSKILL ,  260-264 BRIDGE ST , 
4262,2208752,1/30/2023,MVA ,Broome,  WHITNEY POINT ,  I-81 NB MM 27 , 
4263,2208753,1/30/2023,ROADWAY AND TERMINAL ,Nassau,  LAWRENCE ,  1 BAY BLVD , 
4264,2208754,1/30/2023,STEWART RESIDENCE ,Steuben,  BATH ,  7995 CO RT 13 , 
4265,2208755,1/30/2023,SHOULDER ACROSS FROM 4789 SWAMP RD ,Madison,  SMITHFIELD ,  4789 SWAMP RD , 
4266,2208757,1/30/2023,WESTCHESTER AIRPORT ,Westchester,  WHITE PLAINS ,  240 AIRPORT RD , 
4267,2208758,1/30/2023,LEWIS RESIDENCE ,Nassau,  EAST MEADOW ,  1892 COLE DR , 
4268,2208759,1/30/2023,EAST BROOK ,Delaware,  WALTON ,  FISH HOLLOW RD , 
4269,2208760,1/30/2023,SMART PATH PROJECT SITE ,Oneida,  BOONVILLE ,  12396 NY12 , 
4270,2208761,1/30/2023,SOIL AND CONCRETE ,Steuben,  CORNING ,  1 MUSEUM WAY , 
4271,2208762,1/30/2023,HEIGHINGTON RESIDENCE ,Nassau,  CARLE PLACE ,  250 FAIRFIELD AVE , 
4272,2208763,1/30/2023,AST_STRUCTUREFIRE ,Tioga,  SPENCER ,  400 SOUTH HILL ROAD , 
4273,2208764,1/30/2023,CITYWALL REALTY - PBS TTF ,Westchester,  HARTSDALE ,  210 NORTH CENTRAL AVE , 
4274,2208765,1/30/2023,STEIN - UST ,Westchester,  LARCHMONT ,  19 OLD COLONY DRIVE , 
4275,2208766,1/30/2023,SOIL ,Putnam,  MAHOPAC ,  516 NORTH LAKE BLVD , 
4276,2208770,1/30/2023,SOIL ,Putnam,  MAHOPAC ,  516 NORTH LAKE BLVD , 
4277,2208767,1/30/2023,ROADWAY ,Dutchess,  DOVER ,  2368 NY22 , 
4278,2208768,1/30/2023,NAT GRID - SERVICE CENTER ,St Lawrence,  POTSDAM ,  20 PINE ST , 
4279,2208769,1/30/2023,RESIDENTIAL ,Dutchess,  RHINEBECK ,  79 LAMOREE RD , 
4280,2208771,1/30/2023,NYPA SNOW PLOW ,St Lawrence,  MASSENA ,  BARNHART ISLAND RD , 
4281,2208772,1/30/2023,SOIL ,Orange,  MONTGOMERY ,  135 YOUNGBLOOD RD , 
4282,2208773,1/30/2023,RESIDENTIAL ,Bronx,  BRONX ,  3242 SEYMOUR AVE , 
4283,2208774,1/30/2023,6 BREEZE CT LLC ,Nassau,  KINGS POINT ,  6 BREEZE CT , 
4284,2210195,1/30/2023,OCWA WATER TANK ,Onondaga,  MANLIUS ,  SALT SPRINGS RD AT N EAGLE VILLAGE , 
4285,2208775,1/30/2023,BLISS RESIDENCE ,Columbia,  RED ROCK ,  598 COUNTY RT 24 , 
4286,2208776,1/30/2023,RESIDENTIAL ,Suffolk,  AMITYVILLE ,  31 SILVERPINE DR , 
4287,2208789,1/30/2023,ANNSVILLE MOBIL - VEHICLE OVERFILL ,Westchester,  CORTLANDT ,  98 ROA HOOK ROAD , 
4288,2208777,1/30/2023,RESIDENTIAL ,Jefferson,  WATERTOWN ,  18017 ALLEN RD , 
4289,2208778,1/30/2023,AVIS RENT A CAR ,New York,  MANHATTAN ,  153 W54TH ST , 
4290,2208779,1/30/2023,PRIVATE RESD ,Bronx,  BRONX ,  3190 GRISWOLD AVE , 
4291,2208780,1/30/2023,RESIDENTIAL ,Nassau,  HICKSVILLE ,  14 ADMIRAL LANE , 
4292,2208781,1/30/2023,TRANSFORMER POLE 46 ,Oneida,  CAMDEN ,  265 HILLSBURO RD , 
4293,2208782,1/30/2023,MECHANIC SHOP ,Queens,  QUEENS ,  160-02 LINDEN BLVD , 
4294,2208786,1/31/2023,PRIVATE RESIDENCE ,Suffolk,  SEAVIEW ,  8 SURFVIEW WALK , 
4295,2208783,1/31/2023,POLE TOP TRANSFORMER ,Orange,  SLATE HILL ,  238 RIDGEBURY ROAD , 
4296,2208784,1/31/2023,HOUSE - 6214 SOUTH BAY RD CICERO ,Onondaga,  CICERO ,  6214 SOUTH BAY RD , 
4297,2208785,1/31/2023,RUPTURED SADDLE TANK ,Genesee,  BATAVIA ,  3727 WEST MAIN ST RD (STATE RT 5) , 
4298,2208787,1/31/2023,COMMERCIAL ,Queens,  ASTORIA ,  1801 20TH AVE , 
4299,2208788,1/31/2023,SOIL ,Suffolk,  HAMPTON BAYS ,  10 RIDGEWOOD LANE , 
4300,2208790,1/31/2023,RESIDENTIAL - UST ,Westchester,  SOMERS ,  24 FAWN LANE , 
4301,2208791,1/31/2023,KAZEEM RESIDENCE ,Nassau,  HICKSVILLE ,  22 WISHING LANE , 
4302,2208792,1/31/2023,AURUBIS BUFFALO INC ,Erie,  BUFFALO ,  70 SAYRE ST , 
4303,2208793,1/31/2023,PLUM ISLAND ,Suffolk,  PLUM ISLAND ,  PLUM ISLAND , 
4304,2208794,1/31/2023,RESIDENTIAL ,Erie,  BUFFALO ,  707 BUSTI AVE , 
4305,2208795,1/31/2023,CSX FUELING SERVICE PAD ,Erie,  BUFFALO ,  MILE QC434.0 1836 BROADWAY ST , 
4306,2208796,1/31/2023,APT COMPLEX ,Queens,  QUEENS ,  42-17 JUDGE ST , 
4307,2208797,1/31/2023,BART - UST ,Westchester,  KATONAH ,  125 HUNTSVILLE RD , 
4308,2208798,1/31/2023,PAVEMENT ,Queens,  QUEENS ,  90-22 143RD ST , 
4309,2208799,1/31/2023,CITGO GAS STATION ,Rockland,  NEW CITY ,  451 WEST CLARKSTOWN RD , 
4310,2208800,1/31/2023,ROADWAY IMPROVEMENT WORK ,Westchester,  SLEEPY HOLLOW ,  N WASHINGTON ST / VALLEY , 
4311,2208801,1/31/2023,AUTOMOTIVE SHOP/RESIDENCE ,Nassau,  INWOOD ,  54 HENRY ST , 
4312,2208802,1/31/2023,PRIVATE RESD ,Ulster,  New Paltz ,  98 Dubious Rd , 
4313,2208803,1/31/2023,RESIDENCE ,Suffolk,  EAST PATCHOGUE ,  39 SOUTH COUNTRY RD , 
4314,2208804,1/31/2023,HANAH MOUNTAIN RESORT AND COUNTRY CLUB ,Delaware,  MARGARETVILLE ,  576 WEST HUBBELL HILL RD , 
4315,2208805,1/31/2023,PAD MOUNT TRANSFORMER ,Nassau,  BALDWIN ,  1557 VICTORIA ST , 
4316,2208806,1/31/2023,CAPITAL DISTRICT JUVENILE DETENTION CENTER ,Albany,  COLONIE ,  838 ALBANY SHAKER RD W , 
4317,2208807,1/31/2023,BUS STOP; STREET ,Kings,  BROOKLYNN ,  SHORE RD AND 79TH ST , 
4318,2208808,2/1/2023,EXIT 123E A RAMP ,Orange,  GOSHEN ,  RTE 17 EB , 
4319,2208809,2/1/2023,HUTCHINSON PKWY - STRUCK OVERPASS ,Westchester,  SCARSDALE ,  HUTCH RIVER PKWY SB MM 12.3 , 
4320,2208810,2/1/2023,MUNICIPAL ,Schoharie,  SHARON SPRINGS ,  SHARON SPRINGS CENTRAL SCHOOL , 
4321,2208812,2/1/2023,MVA - DUPLICATE OF 2208809 ,Westchester,  MAMARONECK ,  MAMARONECK ROAD , 
4322,2208813,2/1/2023,SHELL STATION ,Nassau,  PORT WASHINGTON ,  601 PORT WASHINGTON BLVD , 
4323,2208814,2/1/2023,SOIL ,Oneida,  BOONVILLE ,  12327 NY ST RT 12 , 
4324,2208815,2/1/2023,MANHOLE ,Erie,  WEST SENECA ,  300 ORCHARD PARK ROAD , 
4325,2208816,2/1/2023,WARFIELD RESIDENCE ,Greene,  EAST JEWETT ,  1208 RT23C , 
4326,2208817,2/1/2023,TOWN OF BROOKHAVEN LANDFILL ,Suffolk,  YAPHANK ,  352 HORSEBLOCK ROAD , 
4327,2208818,2/1/2023,COMMERCIAL ,Sullivan,  MONTICELLO ,  189 LANDFILL DRIVE , 
4328,2208819,2/1/2023,TRUCK STOP ,Warren,  queensbury ,  985 rt 149 , 
4329,2208820,2/1/2023,CASELLA DUMP TRUCK LINE BREAK ,St Lawrence,  MORRISTOWN ,  408 GOUVERNEUR ST , 
4330,2208821,2/1/2023,RESIDENTIAL - OVERFILL ,Westchester,  OSSINING ,  93 GANUNG DRIVE , 
4331,2208839,2/1/2023,RADIANT INSTALLATIONS ,Suffolk,  MIDDLE ISLAND ,  390 MIDDLE COUNTRY ROAD , 
4332,2208822,2/1/2023,RESIDENTIAL ,Monroe,  PENFIELD ,  FERNSTONE LN , 
4333,2208823,2/1/2023,COMMERCIAL ,Ulster,  GARDINER ,  885 RT 208 , 
4334,2208824,2/1/2023,AMHERST FOOD EXPRESS ,Erie,  BUFFALO ,  72 E. AMHERST ST , 
4335,2208825,2/1/2023,NYSEG TRANSFORMER ,Monroe,  ROCHESTER ,  573 PIXLEY ROAD , 
4336,2208826,2/1/2023,COREY RESIDENCE ,Suffolk,  REMSENBURG ,  217 MONTAUK HW , 
4337,2208827,2/1/2023,GENUSSA - UST ,Westchester,  BEDFORD ,  6 TRUDY LANE , 
4338,2208828,2/1/2023,MAMAKOS RESIDENCE ,Suffolk,  HALESITE ,  98 CRESCENT BEACH DR , 
4339,2208829,2/1/2023,AVILES RESIDENCE ,Nassau,  FREEPORT ,  76 WEBERFIELD AVE , 
4340,2208830,2/1/2023,PRIVATE RESD - APT BLDG ,New York,  MANHATTAN ,  120 CABRINI BLVD , 
4341,2208831,2/1/2023,RESIDENCE ,Fulton,  ST JOHNSVILLE ,  5838 RT 29 , 
4342,2208832,2/1/2023,VACANT BUILDING ,Jefferson,  ALEXANDRIA BAY ,  45313 OTTER ST , 
4343,2208833,2/1/2023,APARTMENTS/PIZZA BUSINESS ,Dutchess,  POUGHKEEPSIE ,  784 MAIN ST , 
4344,2208834,2/1/2023,RESIDENTIAL ,Queens,  ASTORIA ,  2680 30TH ST , 
4345,2208835,2/2/2023,STR ,Orange,  MIDDLETOWN ,  65 BALLARD RD , 
4346,2208836,2/2/2023,RAMP ,Westchester,  WHITE PLAINS ,  18 HANGAR RD , 
4347,2208837,2/2/2023,NORLITE FACILITY ,Albany,  COHOES ,  628 SOUTH SARATOGA RD , 
4348,2208838,2/2/2023,RONOUT CENTRAL SCHOOL ,Ulster,  ACCORD ,  122 KYSRIKE RD , 
4349,2208848,2/2/2023,TOWN OF HENRIETTA ,Monroe,  HENRIETTA ,  475 CALKINS ROAD , 
4350,2208840,2/2/2023,EAST MAN KODIAK COMPANY ,Monroe,  GREECE ,  322 ENVIRONMENTAL WAY , 
4351,2208841,2/2/2023,BARG RESIDENCE ,Suffolk,  SOUTHAMPTON ,  110 SOUTH MCGEE ST , 
4352,2208842,2/2/2023,PAVEMENT ,Onondaga,  LIVERPOOL ,  4651 CROSSROADS PARK DR , 
4353,2208843,2/2/2023,ATTICA PRISON OR WYOMING COUNTY JAIL ,Wyoming,  ATTICA ,  EXCHANGE ST , 
4354,2208844,2/2/2023,LS POWERLINE ,Herkimer,  ILION ,  1317 BARRINGER RD , 
4355,2208845,2/2/2023,UNK ,Saratoga,  CORINTH ,  593 MAIN ST , 
4356,2208846,2/2/2023,RESIDENCE ,Nassau,  NEW HYDE PARK ,  56 2ND AVE , 
4357,2208847,2/2/2023,COMMERCIAL ,Nassau,  HEWLETT ,  300 MILL RD , 
4358,2208849,2/2/2023,CAMPERS AT LOCATION ,Chenango,  SOUTH NEW BERLIN ,  526 HOLMESVILLE HILL RD , 
4359,2208850,2/2/2023,ON THE ROAD ,Niagara,  NIAGARA FALLS ,  2200 WHIRLPOOL ST , 
4360,2208851,2/2/2023,WEST VALLEY DEMO PROJECT ,Cattaraugus,  WEST VALLEY ,  10282 ROCKSPRINGS RD , 
4361,2208852,2/2/2023,RESIDENTIAL - UST ,Westchester,  YONKERS ,  100 ST ELEANORAS LANE , 
4362,2208853,2/2/2023,ROADWAY ,Cortland,  HOMER ,  2102 ROUTE 13 , 
4363,2208854,2/2/2023,COMMERCIAL ,New Jersey - Region 2,  PORT READING ,  750 CLIFF ROAD , 
4364,2208855,2/2/2023,UNITED REFINING ,Erie,  HAMBURG ,  4909 SOUTH PARK , 
4365,2208856,2/2/2023,GAS STATION ,Queens,  QUEENS ,  204 -12 NORTHERN BLVD , 
4366,2208857,2/2/2023,PSEG TRANSFORMER ,Nassau,  GLEN COVE ,  200 HENDRICK AVE EAST , 
4367,2208858,2/2/2023,RAILROAD ,Bronx,  BRONX ,  1090 LONGWOOD AVENUE , 
4368,2208859,2/2/2023,GAS STATION ,Queens,  QUEENS ,  204-12 NORTHERN BLVD , 
4369,2208860,2/2/2023,COMMERCIAL ,New York,  NEW YORK ,  JFK AIRPORT TERMINAL 4 , 
4370,2208861,2/2/2023,DENO RESIDENCE ,Essex,  TICONDEROGA ,  12 CALKINS , 
4371,2208862,2/2/2023,EXPRESSWAY ,Queens,  QUEENS ,  CLEARVIEW EXPRESSWAY/ X4 , 
4372,2208863,2/2/2023,CUMBERLAND FARMS ,Suffolk,  MANORVILLE ,  498 COUNTY RT 111 , 
4373,2208864,2/3/2023,JINDD LOGISTICS MVA ,Steuben,  BATH ,  I86 WEST BOND BETWEEN X38 AND X39 , 
4374,2208865,2/3/2023,RESIDENCE ,Putnam,  MAHOPAC ,  24 LARCH DR , 
4375,2208866,2/3/2023,JFK AIRPORT ,Queens,  JAMAICA BAY ,  TERM 5 , 
4376,2208867,2/3/2023,SUMITOMO RUBBER ,Erie,  TONAWANDA ,  10 SHERIDAN DR , 
4377,2208868,2/3/2023,LS POWER ,Schenectady,  SCHENECTADY ,  600 GORDON RD , 
4378,2208869,2/3/2023,CON ED O/H DOWNED TRANSFORMER ,Westchester,  NORTH CASTLE ,  BANKSVILLE RD / VALLEY LANE , 
4379,2208870,2/3/2023,CON ED ,Westchester,  NORTH CASTLE ,  75 BANKSVILLE RD , 
4380,2208871,2/3/2023,HILL RESIDENCE ,Suffolk,  SAG HARBOR ,  74 BRANDYWINE DR , 
4381,2208872,2/3/2023,RG&E VAULT 409.107 ,Monroe,  ROCHESTER ,  1304 EAST RIDGE RD , 
4382,2208873,2/3/2023,MVA ,Monroe,  ROCHESTER ,  ROUTE 104 WB BRIDGE AT MAPLEWOOD , 
4383,2208874,2/3/2023,WASTE MANAGEMENT ,Monroe,  PITTSFORD ,  12 EASTVIEW TERRACE NORTH , 
4384,2208875,2/3/2023,FUEL STATION ,Erie,  AMHERST ,  4220 SHERIDAN DRIVE , 
4385,2208876,2/3/2023,HANGAR 6 ,Westchester,  WHITE PLAINS ,  240 AIRPORT RD , 
4386,2208877,2/3/2023,ROADWAY ,Westchester,  RYE BROOK ,  KINGS ST LINCOLN AVE , 
4387,2208878,2/3/2023,MAHOPAC FIRE DEPT. ,Putnam,  MAHOPAC ,  741 ROUTE 6 , 
4388,2208879,2/3/2023,RESIDENTIAL - UST ,Westchester,  OSSINING ,  800 SYSKA RD , 
4389,2208880,2/3/2023,TRANSFORMER ,Suffolk,  MONTAUK ,  26 SOUNDVIEW DRIVE , 
4390,2208881,2/3/2023,COMMERICAL ,Monroe,  ROCHESTER ,  553 BAY ST , 
4391,2208882,2/3/2023,SI GROUP ,Schenectady,  ROTTERDAM JUNCTION ,  1000 MAIN ST RT 5S , 
4392,2208883,2/3/2023,PRODUCT SPRAYED OUT VENT LINE DURING DELIVERY ,Broome,  BINGHAMTON ,  1304 COLESVILLE RD , 
4393,2208884,2/3/2023,RESIDENTIAL - UST ,Westchester,  YONKERS ,  10 BEVERLY RD , 
4394,2208885,2/3/2023,POUGHKEEPSIE NISSAN ,Dutchess,  WAPPINGERS FALLS ,  1445 RT 9 , 
4395,2208886,2/3/2023,NYSEG ,Westchester,  NORTH SALEM ,  198 KEELER LANE , 
4396,2208888,2/3/2023,INDUSTRIAL ,Erie,  TONAWANDA ,  10 SHERIDAN DR , 
4397,2208887,2/3/2023,FAST TRAC ,Wayne,  ONTARIO ,  1933 NY RT 104 , 
4398,2208889,2/3/2023,DENEDIKT RESIDENCE ,Rockland,  STONY POINT ,  1 WOOD RUM DR , 
4399,2208890,2/3/2023,TRANSFORMER ,Ulster,  ACCORD ,  1261 ROCK HILL RD , 
4400,2208891,2/3/2023,COMMERCIAL ,Fulton,  MAYFEILD ,  2480 SHWY 30 , 
4401,2208892,2/3/2023,CON ED ,Queens,  QUEENS ,  151- 11 WATERSIDE COURT , 
4402,2208893,2/3/2023,TRANSFORMER - POLE #2 ,Westchester,  HARTSDALE ,  4 CROSSHILL RD , 
4403,2208894,2/3/2023,CUMBERLAND FARMS ,Wayne,  ONTARIO ,  1933 RT 104 , 
4404,2208895,2/3/2023,CUMBERLAND FARMS # 3289 ,Saratoga,  MALTA ,  527 RTE 67 , 
4405,2208896,2/3/2023,RESIDENTIAL ,Westchester,  HARRISON ,  POLY PARK ROAD , 
4406,2208897,2/3/2023,ONTARIO SCRAP METAL ,Albany,  ALBANY ,  30 ONTARIO ST , 
4407,2208898,2/3/2023,RESIDENCE ,Ulster,  STONE RIDGE ,  21 WALKER LN , 
4408,2208899,2/3/2023,RESIDENTIAL ,Ulster,  HIGH FALLS ,  1121 BERME RD , 
4409,2208900,2/3/2023,RESIDENTIAL ,Ulster,  KERHONKSON ,  11 MARKEL RD , 
4410,2208901,2/3/2023,IEZOLI RESIDENCE ,Suffolk,  ISLIP TERRACE ,  85 ROOSEVELT STREET , 
4411,2208902,2/3/2023,RESIDENCE ,Westchester,  MAMARONECK ,  451 BEACH AVE , 
4412,2208903,2/3/2023,TRANSFORMER - POLE # UNK ,Westchester,  NORTH SALEM ,  1 DELANCEY RD , 
4413,2208904,2/3/2023,NATIONAL GRID ,Rensselaer,  RENSSELAER ,  233 LAKE SHORE DRIVE , 
4414,2208905,2/3/2023,JFK AIRPORT ,Queens,  JAMAICA ,  TERMINAL FOUR , 
4415,2208906,2/3/2023,RESIDENTIAL ,Bronx,  BRONX ,  2340 SEWARD AVE , 
4416,2208907,2/3/2023,NATIONAL GRID ,Albany,  LATHAM ,  49 ABBY DR , 
4417,2208908,2/3/2023,ROADWAY ,Westchester,  SCARSDALE ,  35 HAMPTON ROAD , 
4418,2208909,2/3/2023,PSEG TRANSFORMER MVA ,Nassau,  LOCUST VALLEY ,  734 CHICKEN VALLEY RD , 
4419,2208910,2/3/2023,PSEG TRANSFORMER ,Suffolk,  PORT JEFFERSON ,  10 PINE PATH , 
4420,2208911,2/3/2023,TRANSFORMER ,Oswego,  CENTRAL SQUARE ,  459 US-11 , 
4421,2208912,2/4/2023,CON ED FALLEN O/H TRANSFORMER ,Westchester,  SCARSDALE ,  OGDEN RD AT HAMPTON RD , 
4422,2208913,2/4/2023,KENESTON RESIDENCE ,Rensselaer,  TROY ,  474 BLOOMING GROVE DR , 
4423,2208914,2/4/2023,CON ED DOWNED O/H TRANSFORMER POLE T 11 ,Westchester,  WHITE PLAINS ,  300 WEST ST , 
4424,2208915,2/4/2023,CON ED O/H TRANSFORMER LEAK POLE 93 ,Westchester,  PURCHASE ,  ANDERSON HILL RD , 
4425,2208916,2/4/2023,TRANSFORMER ,Bronx,  BRONX ,  620 CITY ISLAND AVE , 
4426,2208917,2/4/2023,TRUCK ,Bronx,  BRONX ,  3840 BOSTON RD , 
4427,2208918,2/4/2023,POWER PLANT ,Rockland,  WEST HAVERSTRAW ,  140 SAMSONDALE AVE , 
4428,2208919,2/4/2023,PSEG TRANSFORMER ,Suffolk,  NESCONSET ,  108 OLD NICHOLS RD , 
4429,2208920,2/4/2023,PSEG TRANSFORMER ,Suffolk,  OAKDALE ,  23 OAKDALE BOHEMIA RD , 
4430,2208921,2/4/2023,OVERHEAD TRANSFORMER POLE 47199 OVER 55788 ,Orange,  MIDDLETOWN ,  668 PROSPEROUS VALLEY RD , 
4431,2208922,2/4/2023,SPEEDWAY GAS STATION ,Nassau,  ELMONT ,  650 ELMONT RD , 
4432,2208923,2/4/2023,POLE 59343/48096 ,Orange,  BEAR MTN ,  55 HEESIAN DR , 
4433,2208924,2/4/2023,COMMERCIAL NYS ELECTRIC AND GAS ,Putnam,  PUTNAM VALLEY ,  20 PEEKSKILL HOLLOW RD , 
4434,2208925,2/4/2023,NYSEG POLE 4 ,Westchester,  YORKTOWN ,  527 ELIZABETH ST , 
4435,2208926,2/4/2023,NAT GRID TRUCK ,Oneida,  BOONVILLE ,  12717 NY-12 , 
4436,2208927,2/4/2023,PAVEMENT AND SOIL ,Sullivan,  WURTSBORO ,  180 GUMAERFALLF ROAD , 
4437,2208928,2/4/2023,NY HARBOR ,New York,  MANHATTAN ,  WATER , 
4438,2208929,2/4/2023,RESIDENTIAL ,Westchester,  NEW ROCHELLE ,  17 GRAMERCY PLACE , 
4439,2208930,2/4/2023,NATIONAL GRID ,Otsego,  SHERRY VALLEY ,  3934 ROUTE 166 , 
4440,2208931,2/4/2023,RESIDENTIAL POLE 33 ,Westchester,  PLEASANTVILLE ,  301 BEAR RIDGE RD , 
4441,2208932,2/4/2023,MILLITARY PROPERTY ,Orange,  WEST POINT ,  849 UPTON ROAD , 
4442,2208933,2/4/2023,TRI STATE DRILLING TRUCK ,Oneida,  BOONVILLE ,  12500 SR 12 , 
4443,2208934,2/4/2023,KASOW - OUTDOOR AST ,Westchester,  YORKTOWN ,  3709 SUNSET ST , 
4444,2208935,2/4/2023,TRANSFORMER - POLE # 17 ,Westchester,  SOMERS ,  17 LEE RD , 
4445,2208936,2/4/2023,BASEMENT LINE LEAK ,Westchester,  YONKERS ,  24 BOBOLINK RD , 
4446,2208937,2/4/2023,RESIDENTIAL ,Saratoga,  CORINTH ,  593 MAIN STREET , 
4447,2208938,2/4/2023,CON ED O/H TRANSFORMER ,Westchester,  IRVINGTON ,  330 BROADWAY , 
4448,2208939,2/4/2023,WESTCHESTER AIRPORT ,Westchester,  WHITE PLAINS ,  240 AIRPORT RD , 
4449,2208940,2/4/2023,CON ED O/H TRANSFORMER - POLE #14 ,Westchester,  CHAPPAQUA ,  49 VALLEY VIEW RD , 
4450,2208941,2/4/2023,CUMBERLAND FARMS 3271 ,Albany,  LATHAM ,  211 TROY SCHENETADY RD , 
4451,2208942,2/4/2023,NATIONAL GRID TRANSFORMER POLE 56 ,Erie,  LAKEVIEW ,  6489 VERSAILLES RD , 
4452,2208943,2/5/2023,TRANSFORMER ,Putnam,  PUTNAM VALLEY ,  204 OSCAWANA LAKE RD , 
4453,2208944,2/5/2023,NYSEG ,Delaware,  SIDNEY ,  68 RIVERSIDE DR , 
4454,2208945,2/5/2023,NORLITE ODOR ,Albany,  COHOES ,  NOTICED FROM 194 CENTRAL AVE , 
4455,2208946,2/5/2023,CON ED POLE T11 ,Westchester,  WHITE PLAINS ,  154 PURDY AVE , 
4456,2208947,2/5/2023,PSEG TRANSFORMER ,Nassau,  VALLEY STREAM ,  5 CHARLES ST , 
4457,2208948,2/5/2023,RAMP OF ALANTIC AVIATION ,Westchester,  WHITE PLAINS ,  184 AIRPORT RD , 
4458,2208949,2/5/2023,RESIDENTIAL MERCURY ,Albany,  ALBANY ,  41 MILNER AVE , 
4459,2208950,2/5/2023,GUY ZACCHIO POND ,Greene,  FREEHOLD ,  911 COUNTRY RTE 41 , 
4460,2208951,2/5/2023,DELTA SONIC EQUIPMENT FAILURE ,Erie,  ORCHARD PARK ,  3205 ORCHARD PARK ROAD , 
4461,2208952,2/5/2023,DRAINAGE COMPLAINT ,Westchester,  TARRYTOWN ,  10 RIDGEWOOD TERRACE , 
4462,2208953,2/5/2023,ROADWAY & STORM DRAIN ,Monroe,  CHILI ,  CHILI CTR COLD WATER RD & CHESTNUT RIDGE RD , 
4463,2208954,2/5/2023,RESIDENTIAL ,Bronx,  BRONX ,  4011 CARPENTER AVE , 
4464,2208955,2/5/2023,MYWAY EXPRESS ,Seneca,  WATERLOO ,  PETRO TRUCK STOP , 
4465,2208956,2/5/2023,CUMBERLAND 3290 ,Washington,  GREENWICH ,  1252 NY-29 , 
4466,2208957,2/5/2023,RESIDENTIAL ,Ulster,  PORT EWEN ,  557 BROADWAY , 
4467,2208958,2/5/2023,FED EX HUB ,Broome,  BINGHAMTON ,  265 INDUSTRIAL PK DR , 
4468,2208959,2/5/2023,GATE 1 TERMINAL 1 ,Queens,  JAMAICA ,  JFK AIRPORT , 
4469,2208960,2/6/2023,SUNOCCO STATION ,Erie,  GRAND ISLAND ,  2024 GRAND ISLAND BLVD , 
4470,2208961,2/6/2023,INDUSTRIAL ,Oswego,  OSWEGO ,  448 CO RT 1A , 
4471,2208962,2/6/2023,7-11 STORE #40498 ,Jefferson,  EVANS MILLS ,  25744 US RT 11 , 
4472,2208963,2/6/2023,RESIDENTIAL ,Queens,  ROCKAWAY BEACH ,  9211 HOLLAND AVE , 
4473,2208964,2/6/2023,SUMMIT LUBRICANTS ,Genesee,  BATAVIA ,  4 D TREADEASY AVENUE , 
4474,2208965,2/6/2023,SOIL ,Orange,  WALDEN ,  15 ORCHARD ST , 
4475,2208966,2/6/2023,CUMBERLAND FARMS STORE 3241 ,Albany,  GLENMONT ,  68 SR 9W , 
4476,2208967,2/6/2023,RESIDENTIAL OVERFILL ,Westchester,  IRVINGTON ,  400 RIVERVIEW ROAD , 
